Country Name,Country Code,Series Name,Series Code,2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Russian Federation,RUS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.28604,1.15133,1.06797,1.07294,1.11611,1.04435,1.25192,1.1302,1.01545,1.02766,1.02732,1.07241,1.10085,1.10238,1.10967,0.99001,1.03531,1.09099,0.96602,0.91494
Russian Federation,RUS,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,3335.95046,3283.69795,3206.1882,3218.09388,3259.50421,3137.57879,3075.23481,3071.56116,3109.37401,3075.21492,3050.2782,3072.93883,3096.02745,2946.99732,2811.96725,2772.63667,2734.68619,2710.16353,2647.79283,2657.93662
Russian Federation,RUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,69.0352096557617,69.818717956543,72.2228012084961,73.4398880004883,76.1305465698242,77.5339736938477,77.8685607910156,..,80.1629736412764,80.5323453975492,82.8009567260742,84.5181387513356,84.2355651240256,83.860044350614,81.7051021681418,81.5681115998523,80.9520697471091,57.2232854739754,54.9542479280814,53.9151941239211
Russian Federation,RUS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.4057388305664,73.3065795898438,73.1613922119141,73.2439193725586,73.3856048583984,73.4822463989258,73.5288696289062,73.6696307887624,73.8534851074219,73.97265625,74.0762949770228,74.1776476748791,74.275919065527,74.3703138709243,74.460036813029,74.5442926137992,74.6222859951926,74.6932216791674,74.7516840220252,74.8544893625017
Russian Federation,RUS,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,24057.927734375,25894.146484375,27656.658203125,30022.671875,32630.369140625,34342.2265625,31654.00390625,33063.5859375,34444.64453125,35740.69921875,36260.06640625,35853.24609375,35037.15234375,35005.4453125,35570.703125,36536.6953125,37319.3203125,36376.3359375,38638.4296875,38214.69140625
Russian Federation,RUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2590,3410,4450,5810,7560,9580,9230,9980,11060,13470,15160,14590,11740,9680,9160,10180,11190,10660,11710,12890
Russian Federation,RUS,Scientific and technical journal articles,IP.JRN.ARTC.SC,34716.03,35071.95,34478.23,30135.62,30866.68,32397.56,33262.89,33834.74,35882.98,35957.97,38166.72,43709.16,50413.58,58820.71,64643.52,72112.25,84801.9,88564.43,90676.68,83451.32
Russian Federation,RUS,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,35821.625,36342.1484375,35934.41015625,35116.4765625,34109.3828125,34698.62890625,35727.02734375,36221.54296875,35604.01953125,37729.7890625,37167.30859375
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,249.012274982252,269.540446333402,324.016863847189,352.093916578347,420.733580702508,522.288339420679,556.97399621739,586.599950359877,643.356138618166,697.760143509565,695.397140963607,715.36808783393,725.691418696952,721.258515833094,751.049039527547,772.754982959354,823.355304065304,802.638686936204,842.581492947672,1007.05989322914
Rwanda,RWA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,750,810,890,980,1060,1170,1220,1290,1380,1420,1470,1620,1730,1790,1890,2050,2300,2310,2730,3140
Rwanda,RWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,765.257036695526,822.338460724358,903.307274927141,990.317534460501,1066.05134610916,1176.53444212607,1225.73184078359,1298.43875468652,1396.03088897569,1435.88685799239,1491.80370844135,1655.37851110949,1760.5877311941,1845.25585689833,1949.12266322999,2128.1982397276,2374.40565682007,2355.13640819609,2776.39276387923,3195.28136566525
Rwanda,RWA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,3.98502993583679,3.50215005874634,..,4.63126993179321,4.38346004486084,4.42103004455566,4.7421498298645,4.19644021987915,3.64713001251221,3.43482995033264,3.1247398853302,3.07376003265381,3.23821222605582,3.33309745728459,5.58984994888306,4.74213981628418
Rwanda,RWA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,..,..,..,17.7865505218506,15.5915098190308,..,17.548059463501,15.3433799743652,15.8154697418213,16.8596305847168,13.7343196868897,12.5390501022339,12.2783899307251,11.0796098709106,10.8046102523804,10.9981460523976,10.7835245127746,15.5322399139404,12.7661399841309
Rwanda,RWA,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,..,..,..,..,25.41196,25.40973,..,22.74969,18.43491,13.26898,14.0221,..,20.85792,..,..,19.82273,..,..,..,..
Rwanda,RWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.356918467272361,0.43085424337006,0.555999994,..,2.115400076,4.5,7.7,8,7,8.023900032,9,10.60000038,12.45600033,14.63710022,17.2,19.16659927,21.3579998,23.8,24.4416008,28.01679993
Rwanda,RWA,"Population, total",SP.POP.TOTL,8586875,8816844,9054528,9299246,9549933,9804269,10060432,10317553,10573733,10829901,11093340,11364757,11640022,11919183,12202060,12487996,12776103,13065837,13355260,13651030
Rwanda,RWA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,0.64945,..,..,0.75853,..,..,..
Rwanda,RWA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,10.72696,12.40437,..,..,..,15.33961,..,..,13.73163,..,..,58.74162,..,..,..
Rwanda,RWA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2.34143996238708,2.73148989677429,2.85111999511719,3.64229989051819,3.88545989990234,4.18300008773804,5.0719199180603,5.77316665562353,6.83723020553589,6.70938666027303,6.23149117030345,7.35861774339014,7.53124856448318,7.57807264441764,7.34488296090452,6.76094647714264,6.3142892660234,7.56709586345553,..,7.41325884733851
Rwanda,RWA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,16.8947432312369,16.9020099536792,16.9072114459454,16.9110139245047,16.9140836058266,16.9170867063804,16.9206894426355,16.9255580310614,16.9323586881273,16.9410248882148,17.0742206053612,17.5020716539756,18.1953149858416,19.1213951786548,20.2477568101111,21.5418444579064,22.9711026997362,24.5029761132966,26.1049092762833,27.7806702737761
Rwanda,RWA,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,1266.94449487196,1325.79557312503,1412.06107949967,1501.7646218593,1573.96811218011,1704.25449057727,1764.63484961094,1846.86326840066,1945.53705383878,2063.66474823031,2109.74668811567,2176.09492014666,2313.09716940962,2386.74841002826,2441.08540816509,2577.69730366075,2753.53959810856,2617.70706034364,2776.39276387923,2983.10774007304
Rwanda,RWA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,250,270,310,350,390,470,530,580,630,680,700,710,720,720,720,760,820,780,850,970
Rwanda,RWA,Scientific and technical journal articles,IP.JRN.ARTC.SC,7.16,9.13,6.78,19.01,20.51,28.88,33.04,43.62,46.82,53.75,59.46,88.25,91.24,119.84,117.86,156.66,189.25,277.92,332.31,360.56
Rwanda,RWA,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,1132.57930261895,1206.09831379155,1291.44871510698,1497.09721762934,1599.07504775102,1606.61599211474,1694.94048926937,1754.0804616156,1892.57714729375,2000.31665166464,2055.8125841359,2140.72671780282,2314.23586260125,2370.45180312604,2502.21932519567,2823.41098769008,3070.68468196953,2911.15816996488,2732.8907768034,2709.36261274484
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,1798.12429714048,2189.26042607992,2550.04221437511,2663.29135939532,3038.61904093377,3373.60639884263,3279.18269477295,3524.2479246203,3821.50678264479,3934.60320799981,4023.5254013825,3982.68080202084,4084.36083819933,4147.07097674888,4307.59381964907,4231.81409469194,4351.94234943706,4099.59660548583,4021.55934894283,4132.44717734444
Samoa,WSM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3520,3720,4060,4270,4410,4630,4670,5080,5290,5150,5200,5260,5570,6010,6100,6110,6380,6250,6250,6740
Samoa,WSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3792.19847658136,3996.74463566355,4378.59443154122,4591.90702527429,4713.02123355991,4939.2255833917,4906.48254279553,5229.04191182037,5494.24063118213,5338.73979303202,5386.90063080106,5468.10058510176,5681.77812766143,6141.45089023942,6280.2150045934,6318.2697728872,6638.1845475197,6451.76442222677,6350.92787033711,6908.96157777708
Samoa,WSM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,5.11659002304077,..,..,4.77426341839114,4.89170722777607,4.61486064947671,5.41392159958726,4.42452121728174,3.98114991188049,4.18871569584785,4.47214854040471,4.58404753905646,4.50316850152178,5.2162847162306,6.15978780645853
Samoa,WSM,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,..,..,..,..,16.06422996521,..,8.81721854285157,11.0349444370063,12.1606493143017,14.6528645368553,15.0110564505088,14.6938878250054,13.0389003753662,15.1697279609632,14.9553826696845,13.434943767859,12.8119491996529,15.3641900398817,13.6002878462442
Samoa,WSM,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,9.18175,..,..,..,..,..,..
Samoa,WSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.79963044878076,3.07552941044897,3.35259211246829,4.46917387320954,4.75,5.031599998,6,7,11,12.92249966,15.30000019,21.20000076,..,..,..,..,..,..,..,..
Samoa,WSM,"Population, total",SP.POP.TOTL,185430,186249,186978,187709,188753,190107,191513,193023,194713,196498,198268,200037,201782,203499,205415,207582,209780,211944,213779,215261
Samoa,WSM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.2596995097127,14.1633542972529,13.5792119039657,17.3303454643177,19.1409681560724,18.5508413272527
Samoa,WSM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,21.7806875309864,21.5282844040566,21.2352904191687,20.9567957063672,20.6944481303605,20.4038457706991,20.1045321482817,19.8302101862085,19.6174273708146,19.478718368689,19.3865949620667,19.3126679480432,19.2340105383551,19.126462366749,18.9657191879831,18.7241267935467,18.4147344481283,18.0516608994722,17.5672426452007,17.5007949951039
Samoa,WSM,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,5426.13899111084,5569.06081180669,5915.6475736791,6018.2480546697,6014.046762066,6183.55546849942,6104.90962936041,6428.13508590333,6617.61889509588,6312.76944621145,6263.12610411359,6248.70534550413,6433.1839621351,6888.18769751001,6919.90225366914,6805.91709392797,7034.42233036815,6746.15667963109,6350.92787033711,6450.19151677842
Samoa,WSM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1570,1850,2240,2470,2660,2970,3160,3430,3570,3590,3750,3830,3970,4120,4100,4100,4270,4080,3990,4130
Samoa,WSM,Scientific and technical journal articles,IP.JRN.ARTC.SC,4.82,4.85,4.59,11.88,4.61,3.63,4.38,5.65,5.65,2.51,4.42,10.24,10.17,7.37,9.42,11.8,10.16,21.49,24.01,15.2
Samoa,WSM,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,5617.18167968853,5665.76236173044,6259.83330860016,6041.50366353362,5526.07669440745,6029.14619234523,6376.17981162371,6729.29625037618,6718.7325117578,6904.52286932694,7077.8933386043,6902.91420390593,6247.07583177784,6379.27087532451
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,52529.9136967576,58232.0431338765,59877.7862692185,63270.7994496499,70124.4249984768,75902.1677701187,62429.0202738462,56543.190562068,55601.4008139955,47945.8917557105,50807.8206340193,51260.4804236805,43146.8035302005,44359.4574206971,45192.0530047599,47950.7076296808,46626.9998571568,44426.6259613672,54168.9744311193,54264.5837022908
San Marino,SMR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48600,49590,52590,49830,58350,69370
San Marino,SMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,60223.9128463016,61113.9018666418,63738.5738716699,67434.1560068325,71744.0519956452,71723.6242161947,61969.8285374403,58926.1403682043,56239.9592730018,51274.2154785964,50770.3673195862,52909.2224071252,52247.2075298399,53033.0552322114,52463.4195514851,54460.9066545652,57444.1206392397,55206.5809417073,64745.1322795901,75929.4591270254
San Marino,SMR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,2.62883996963501,2.70296001434326,..,3.26723534651899,3.19357628015873,3.11914279579368,3.02697977142855,3.36997008323669,3.55516004562378,3.37969994544983,3.4246199131012,3.10892009735107,2.89753007888794
San Marino,SMR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,..,..,..,..,..,..,10.7812900543213,10.64035987854,..,..,..,..,..,13.179349899292,14.4863300323486,15.0599203109741,5.789347375,8.37981033325195,13.3687896728516
San Marino,SMR,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,..,..,..,..,..,..,..,9.75786,10.76105,..,..,..,..,..,6.82856,..,..,..,..,..
San Marino,SMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,50.003453038674,50.5663430420712,..,50.2086593635889,50.3648221088655,54.52,54.21,..,49.6,..,..,..,..,55,60.18230057,..,67.85070038,77.94999695,81.66999817,97.32790375
San Marino,SMR,"Population, total",SP.POP.TOTL,27843,29457,29836,30184,31211,31662,33066,33270,32620,33469,33041,32655,32897,33101,33825,34522,34663,34770,34252,33755
San Marino,SMR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..,65.980110168457,..,66.4068036853295,64.2955801104972,59.8490048043926,..,..,..,..,..,45.421020282729,50.2355712603062,55.0960978450786,57.6704545454545,53.7988826815642
San Marino,SMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,94,94.2143791763566,94.6454896824635,95.2084276028853,95.8182890221867,96.3901700249324,96.8391666956869,97.074615769187,97.0999984741211,97.0999984741211,97.0999984741211,97.0999984741211,97.0999984741211,97.0999984741211,97.0999984741211,97.0999984741211,97.0999984741211,97.0999984741211,97.1035668453272,97.1141889380465
San Marino,SMR,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,81688.3814188309,80724.8114711728,81632.1776324722,83781.550199101,86785.0210208274,85120.2897275883,73093.8341489444,68669.2549485757,64214.120906595,58176.3797454761,58467.9789128485,58743.5863890151,59647.6600146934,60669.8228947966,59524.5606827202,59194.04440794,60171.0506033928,55998.0734625278,64745.1322795901,70887.5780565982
San Marino,SMR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40010,41800,43770,40570,48190,53950
San Marino,SMR,Scientific and technical journal articles,IP.JRN.ARTC.SC,0.17,1.58,1.33,0.67,2.42,3.76,1.21,1.3,2.33,3.66,7.03,4.9,7.25,8.56,13.97,12.52,11.58,10.07,15.77,18.84
San Marino,SMR,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55025.6415409509,53627.7725016899,54848.6609068499,50414.3019786955,58351.7078077775,64762.8827593703
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,663.696211810494,726.560882130444,844.169181884274,861.970707697664,878.885791918745,1081.8684584729,1128.28046213305,1045.20958234528,1219.80189089671,1210.7926479817,1382.5757842916,1489.67633417608,1298.10946596396,1434.87018050521,1555.79477812888,1825.59971753966,1935.2931816596,2167.22001796925,2362.58827248102,2389.73729784737
Sao Tome and Principe,STP,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2040,2110,2280,2600,2730,2800,2840,2850,2910,2680,2980,3320,3210,3350,3430,3960,4650,5200,5760,7150
Sao Tome and Principe,STP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2093.50493376787,2170.9412191659,2329.01423015363,2550.59553999681,2650.10387618864,2801.83579330989,2845.73589386088,2858.56899083428,2914.21285695222,2694.65726770702,2945.73664283744,3233.3568807314,3171.50905832741,3319.54261733278,3436.31010124694,3941.03280858409,4655.48496449805,5144.53560286014,5732.69456061536,6032.7249522726
Sao Tome and Principe,STP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.24692988395691,3.23470997810364,4.85645008087158,4.27118015289307,6.28682994842529,5.5544900894165,9.99429035186768,9.9882698059082,8.79410245042467,6.92846012115479,6.68509006500244,4.4321699142456,4.69794988632202,6.11515998840332,5.87489986419678,5.62454986572266,6.10573891896978,5.02931173372591,5.53985041124283,5.19392101712613
Sao Tome and Principe,STP,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,6.69200992584229,5.85359001159668,12.1254796981812,14.0842304229736,16.6573505401611,18.2486305236816,20.5607795715332,19.3274097442627,11.3804157822642,13.7216196060181,18.8296699523926,12.3246698379517,11.2973403930664,15.9666795730591,18.3999996185303,20.1165409088135,17.5924450901,16.1259357979116,16.5841912023207,17.086328518452
Sao Tome and Principe,STP,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,..,..,..,..,..,..,..,..,..,16.12556,8.25518,9.60057,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Individuals using the Internet (% of population),IT.NET.USER.ZS,10.1618443069961,13.3228526892178,13.75949955,14.18200016,14.5904831987414,15.47999954,16.40999985,18.75,20.16119957,21.57239914,23,24.40999985,25.81999969,28,32.61640167,37.99380112,44.25790024,51.55469894,54.94950104,58.56779861
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,153814,157705,161639,165638,169700,173793,177853,181802,185649,189439,193148,196767,200291,203689,206970,210187,213392,217435,221961,226305
Sao Tome and Principe,STP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..,..,3.92682003974915,4.22901010513306,..,7.83568000793457,..,9.24396991729736,12.8210802078247,..,..,..,..,..,..,..
Sao Tome and Principe,STP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.4128470868097,57.8774845467458,59.4188016908917,60.9734167306206,62.4779478773056,63.8690133423199,65.0832313370367,66.0572200728291,66.7275977610702,67.0335889448132,67.1306686401367,67.2606735229492,67.3915710449219,67.5218887329102,67.6520004272461,67.7828826904297,67.9129943847656,68.0436706542969,68.1738967895508,68.3720919798341
Sao Tome and Principe,STP,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,4161.63833167542,4202.56186898775,4371.49721644128,4644.18044669991,4698.08416961839,4873.1813112046,4919.19529822865,4882.04796466341,4876.47315792145,4919.55294386577,5072.11200195866,5223.09572886388,5210.2037755431,5388.5091334891,5521.20249597413,5674.72379094011,5702.08347071236,5742.94724858826,5732.69456061536,5632.13890715047
Sao Tome and Principe,STP,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,600,690,800,910,940,1000,1070,1090,1140,1170,1330,1440,1400,1420,1440,1660,1810,2030,2220,2820
Sao Tome and Principe,STP,Scientific and technical journal articles,IP.JRN.ARTC.SC,1.77,0.33,0.25,0.97,1.31,0,1.78,2.23,0,0.52,0.16,1.24,1.42,0.87,0.88,0.86,2.37,2.78,3.96,4.37
